workorder,date_time_opened,date_time_closed,registration,total_time,ata_code,problem,date,action,cluster,cluster_name
1113868,2012-08-03 11:46:00,2012-08-03 11:16:00,N545ND,6475.1,7230.0,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,2012-08-03,TIGHTENED HOSE CLAMPS.,c_27,induction leak induction system
1114458,2012-08-22 14:51:00,2012-08-22 11:10:00,N537ND,6322.799999999999,7230.0,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,2012-08-22,TIGHTENED HOSE CLAMPS.,c_27,induction leak induction system
1114928,2012-09-04 14:51:00,2012-09-06 16:10:00,N545ND,6750.5,7230.0,#2 & 4 INDUCTION TUBE GASKETS LEAKING.,2012-09-04,INSTALLED NEW #2 & 4 INDUCTION TUBE GASKETS.,c_27,induction leak induction system
1116018,2012-10-03 06:47:00,2012-10-22 13:59:00,N558ND,7224.900000000001,7100.0,ENGINE DUE FOR TIME CHANGE.,2012-10-20,"CONTINUED ROUTING & CONNECTING LINES, WIRES & HOSES. INSTALLED TACH GENERATOR, EXHAUST SYSTEM, FUEL INJECTION SERVO & INDUCTION SYSTEM.",c_27,induction leak induction system
1116161,2012-10-08 14:48:00,2012-10-08 10:35:00,N549ND,6940.299999999999,7230.0,#2 INDUCTION TUBE GASKET LEAKING.,2012-10-08,INSTALLED NEW #2 INDUCTION TUBE GASKET.,c_27,induction leak induction system
1116325,2012-10-12 14:27:00,2012-10-12 15:00:00,N528ND,7368.7,7160.0,INDUCTION AIR FILTER BOX CRACKED.,2012-10-12,CANNED SERVICEABLE PART FROM 558ND W/O #1116018. REMOVED & REPLACED AIR FILTER BOX.,c_27,induction leak induction system
1116326,2012-10-12 14:27:00,2012-10-12 15:06:00,N577ND,7007.4,7230.0,#2 INDUCTION TUBE GASKET IS LEAKING.,2012-10-12,REMOVED & REPLACED #2 INTAKE GASKET.,c_27,induction leak induction system
1116453,2012-10-16 14:53:00,2012-10-16 11:11:00,N552ND,10271.8,7230.0,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,2012-10-16,TIGHTENED HOSE CLAMPS.,c_27,induction leak induction system
1116504,2012-10-17 14:40:00,2012-10-17 14:29:00,N571ND,6803.4,7230.0,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,2012-10-17,TIGHTENED HOSE CLAMPS.,c_27,induction leak induction system
1116628,2012-10-22 14:49:00,2012-10-22 15:03:00,N522ND,10767.3,7230.0,INDUCTION TUBE HOSE CLAMPS LOOSE.,2012-10-22,TIGHTENED HOSE CLAMPS.,c_27,induction leak induction system
1116931,2012-10-30 14:59:00,2012-10-31 14:45:00,N528ND,7485.4,7160.0,"AIR INTAKE ELBOW CRACKED, DELAMINATED COMPOSITE MATERIAL IN AREA.",2012-10-31,REMOVED & REPLACED AIR INDUCTION ELBOW ASSY. CANNED FROM 556ND W/O #1116983 PD #1 AS SERVICEABLE. CAN TAG #1552.,c_27,induction leak induction system
