workorder,date_time_opened,date_time_closed,registration,total_time,ata_code,problem,date,action,cluster,cluster_name
1114877,2012-09-04 07:10:00,2012-09-06 16:02:00,N556ND,7821.599999999999,7720.0,"#1 EGT RED ""X""ED ON RUN UP.",2012-09-06,TROUBLESHOT & REPLACED #1 PROBE. OPS CK GOOD.,c_45,exhaust gas temperature
1115550,2012-09-21 07:30:00,2012-09-21 15:34:00,N545ND,6913.1,7700.0,EGT SYSTEM INOP.,2012-09-21,"REMOVED & REPLACED CYL #1 EGT PROBE, OPS CHECKED GOOD.",c_45,exhaust gas temperature
1115667,2012-09-24 13:21:00,2012-09-24 14:55:00,N545ND,6913.1,7720.0,"EGT SYSTEM INOP (A/C IN ST. PAUL, MN).",2012-09-24,MEL'ED EGT INOPERATIVE PER MEL 77-22-01.,c_45,exhaust gas temperature
1115667,2012-09-24 13:21:00,2012-09-24 14:55:00,N545ND,6913.1,7720.0,"EGT SYSTEM INOP (A/C IN ST. PAUL, MN).",2012-09-24,"FOR BILLING PURPOSES ONLY, WORK PERFORMED BY: SIGNATURE TECHNIC AIR ON SHOP ORDER #21992. SEE DISCREPANCY PAGE DATED 9/15/12 FOR MEL SIGN OFF.",c_45,exhaust gas temperature
1115962,2012-10-01 08:52:00,2012-10-01 15:51:00,N557ND,6364.9,7720.0,#3 EGT IS INOP.,2012-10-01,REMOVED & REPLACED #3 EGT PROBE. OPS CHECK GOOD.,c_45,exhaust gas temperature
1116018,2012-10-03 06:47:00,2012-10-22 13:59:00,N558ND,7224.900000000001,7720.0,#2 EGT PROBE FAILED.,2012-10-22,REMOVED & REPLACED #2 EGT PROBE. OPS CHECK GOOD.,c_45,exhaust gas temperature
1116082,2012-10-05 14:54:00,2012-10-05 12:23:00,N563ND,7168.0,7720.0,CYLINDER #1 EGT PROBE CLAMP LOOSE.,2012-10-05,TIGHTENED & SAFETIED EGT PROBE CLAMP.,c_45,exhaust gas temperature
1116345,2012-10-13 12:07:00,2012-10-13 12:11:00,N528ND,7370.8,7720.0,"LEAN ASSIST ""X-ING"" OUT THE ENGINE INSTRUMENTS. LEAN ASSIST MALFUNCTION.",2012-10-13,"REPLACED #2 EGT PROBE, OPS CHECK GOOD. LEAN ASSIST OPS CHECK GOOD.",c_45,exhaust gas temperature
1116345,2012-10-13 12:07:00,2012-10-13 12:11:00,N528ND,7370.8,7720.0,"LEAN ASSIST ""X-ING"" OUT THE ENGINE INSTRUMENTS. LEAN ASSIST MALFUNCTION.",2012-10-13,LEAN ASSIST SYSTEM CHECKS GOOD DURING GROUND RUN. OBSERVED CYLINDER #2 EGT INOP.,c_45,exhaust gas temperature
1116450,2012-10-16 14:22:00,2012-10-16 11:32:00,N523ND,3644.5,7720.0,"DURING POST INSPECTION RUN UP, #1 EGT FAILED.",2012-10-16,"REMOVED & REPLACED #1 EGT PROBE, OPS CHECK GOOD.",c_45,exhaust gas temperature
1117366,2012-11-14 13:03:00,2012-11-14 13:10:00,N543ND,6303.599999999999,7720.0,"DURING CRUISE, EGT #1 SHOWED RED X THROUGH IT. AS RETURNED, RED X WENT AWAY W/ NO INDICATION ON GROUND. EGT #1 WORKED BUT INDICATED TEMP OF APPROX 600 DEGREES F HIGHER.",2012-11-14,"REMOVED & REPLACED #1 CYL EGT PROBE. RAN A/C, OPS CHECK GOOD.",c_45,exhaust gas temperature
1118117,2012-12-08 09:13:00,2012-12-08 12:27:00,N566ND,7817.9,7800.0,CYL #2 EGT PROBE LOOSE.,2012-12-08,TIGHTENED & RESAFETIED PROBE.,c_45,exhaust gas temperature
1118233,2012-12-12 14:41:00,2012-12-12 15:25:00,N523ND,4066.3,7720.0,#1 EGT PROBE LOOSE.,2012-12-12,TIGHTENED EGT PROBE.,c_45,exhaust gas temperature
1118235,2012-12-12 14:57:00,2012-12-12 15:15:00,N521ND,6659.4,3120.0,#2 EGT HARNESS WIRE IS BROKEN.,2012-12-12,"INSPECTED, DETERMINED BROKEN WIRE WAS SHIELDING. INSTALLED NEW HEAT SHIELD TUBING & SECURED HARNESS.",c_45,exhaust gas temperature
1118285,2012-12-15 11:04:00,2012-12-16 13:15:00,N543ND,6588.299999999999,7720.0,EGT PROBE #2 CYL INDICATOR FAULTY.,2012-12-15,REMOVED & REPLACED EGT PROBE #2 CYLINDER. OPERATIONAL CHECK GOOD.,c_45,exhaust gas temperature
1118296,2012-12-16 08:11:00,2012-12-16 13:26:00,N521ND,6690.6,7720.0,#2 CYL EGT INOP.,2012-12-16,"REPLACED EGT PROBE, RAN A/C, CHECKED GOOD.",c_45,exhaust gas temperature
1119011,2013-01-21 14:24:00,2013-01-23 13:44:00,N559ND,7671.599999999999,7100.0,#2 CYL EGT STAND OFF BRACKET BROKEN.,2013-01-23,REMOVED & REPLACED DAMAGED STAND OFF.,c_45,exhaust gas temperature
1119266,2013-01-27 07:40:00,2013-01-27 10:49:00,N574ND,11941.0,7720.0,#4 EGT READING LOW.,2013-01-27,"REMOVED & REPLACED #4 EGT PROBE, OPS CHECK GOOD.",c_45,exhaust gas temperature
1119793,2013-02-12 14:58:00,2013-02-12 14:45:00,N547ND,6923.099999999999,7720.0,EGT ON CYL #3 IS FLUCTUATING.,2013-02-12,"REMOVED & REPLACED CYL #3 EFT PROBE, OPS CHECKED GOOD.",c_45,exhaust gas temperature
1119854,2013-02-14 07:02:00,2013-02-14 13:01:00,N511ND,7455.5,7200.0,ALL EGT WIRE PROBE STANDOFFS ARE BROKEN.,2013-02-14,REMOVED & REPLACED STANDOFFS.,c_45,exhaust gas temperature
1119910,2013-02-14 23:07:00,2013-02-15 15:13:00,N558ND,7925.0,7720.0,#3 EGT PROBE IS LOOSE.,2013-02-14,TIGHTENED CLAMP.,c_45,exhaust gas temperature
1120084,2013-02-21 14:31:00,2013-02-21 13:18:00,N574ND,12095.2,7720.0,"#1 EGT 1445, #3 EGT 1560, #2 EGT ALSO HIGH, #4 EGT LOW. AFTER LEAN ASSIST.",2013-02-21,RAN A/C & FOUND SYSTEM OPERATING NORMAL. OPS CHECK GOOD.,c_45,exhaust gas temperature
1120227,2013-02-27 07:00:00,2013-03-12 13:15:00,N536ND,7371.599999999999,7720.0,#1 EGT PROBE INOP.,2013-03-12,REMOVED & REPLACED #1 EGT PROBE. OPS CHECK GOOD.,c_45,exhaust gas temperature
1120282,2013-02-28 19:07:00,2013-02-28 14:27:00,N510ND,5206.3,7710.0,CYL #1 EGT PROBE IS INOP.,2013-02-28,"REMOVED & REPLACED FAULTY EGT PROBE, OPS CHECKED GOOD.",c_45,exhaust gas temperature
1120328,2013-03-01 17:56:00,2013-03-01 10:59:00,N571ND,7538.1,7710.0,"UPON CONDUCTING LEANING PROCECURE IN CRUISE, NOTICED #3 CYL EGT HAD NO INDICATION.",2013-03-01,"REMOVED & REPLACED CYL #3 EGT PROBE, OPS CHECKED GOOD.",c_45,exhaust gas temperature
