workorder,date_time_opened,date_time_closed,registration,total_time,ata_code,problem,date,action,cluster,cluster_name
1113868,2012-08-03 11:46:00,2012-08-03 11:16:00,N545ND,6475.1,2710.0,L/H AILERON O/B ROD END WORN.,2012-08-03,REMOVED & REPLACED ROD END.,c_42,aileron
1113868,2012-08-03 11:46:00,2012-08-03 11:16:00,N545ND,6475.1,400.0,"SB 11-27-05, AILERON CABLE FAIRLEADS DUE.",2012-08-03,"C/W SB, INSTALLED FAIRLEAD KIT IAW MK172-27-02. CABLE TENSION GOOD.",c_42,aileron
1114775,2012-08-30 14:55:00,2012-08-30 00:00:00,N556ND,7821.599999999999,2710.0,R/H AILERON HINGE NUT LOOSE (INBOARD),2012-08-30,TIGHTEN NUT,c_42,aileron
1114775,2012-08-30 14:55:00,2012-08-30 00:00:00,N556ND,7821.599999999999,2360.0,L/H AILERON BONDING STRAP NUT BACKED OFF,2012-08-30,TIGHTEN NUT,c_42,aileron
1115184,2012-09-11 06:45:00,2012-09-11 10:26:00,N538ND,5830.7,400.0,"SB 11-27-05, AILERON CABLE FAIRLEADS DUE.",2012-09-11,C/W SB BY MODIFICATION OF CONTROL CABLE FAIRLEADS KIT #MK172-27-02-01 & MK172-27-02-03. AILERON RIGGING CK GOOD.,c_42,aileron
1116040,2012-10-03 14:12:00,2012-10-03 16:28:00,N550ND,7222.799999999999,400.0,"SB 11-27-05, AILERON CABLE FAIRLEADS DUE.",2012-10-03,"INSTALLED KIT IAW SB, INSTALLED KIT MK172-27-02-1 & MK172-27-02-3. ALL WORK PERFORMED IAW KIT INSTRUCTIONS. AILERON CABLE TENSIONS & TRAVELS CK GOOD.",c_42,aileron
1116092,2012-10-06 11:07:00,2012-10-08 11:16:00,N557ND,6406.6,400.0,"SB 11-27-05, AILERON CABLE FAIRLEADS DUE.",2012-10-08,C/W SB BY INSTALLING CESSNA KIT #MK172-72-02-03 & MK172-27-02-01 IAW MOD KIT. AILERON RIGGING CK GOOD.,c_42,aileron
1116205,2012-10-09 14:31:00,2012-10-09 15:25:00,N532ND,2874.3,2360.0,R/H AILERON O/B STATIC WICK BROKEN.,2012-10-09,REMOVED & REPLACED STATIC WICK.,c_42,aileron
1116327,2012-10-12 14:47:00,2012-10-12 15:37:00,N546ND,6172.200000000001,2360.0,R/H AILERON I/B STATIC WICK BROKEN.,2012-10-12,INSTALLED NEW STATIC WICK.,c_42,aileron
1116336,2012-10-13 07:06:00,2012-10-14 13:46:00,N527ND,5338.299999999999,400.0,"SB 11-27-05, AILERON CABLE FAIRLEADS DUE.",2012-10-13,INSTALLED FAIRLEAD KIT IAW SB 11-27-05. CABLES & TENSION CK GOOD.,c_42,aileron
1116365,2012-10-15 06:57:00,2012-10-16 14:39:00,N524ND,6500.9,2710.0,L/H AILERON AFT ROD END IS WORN.,2012-10-15,"REMOVED & REPLACED L/H AILERON ROD END, AILERON TRAVELS CHECK GOOD.",c_42,aileron
1116365,2012-10-15 06:57:00,2012-10-16 14:39:00,N524ND,6500.9,2710.0,L/H AILERON CARRY THROUGH CABLE IS WORN.,2012-10-15,"REMOVED & REPLACED L/H CARRY THROUGH CABLE, SET TENSION, AILERON TRAVELS CHECK GOOD.",c_42,aileron
1116448,2012-10-16 14:02:00,2012-10-16 14:56:00,N520ND,6600.2,5510.0,R/H AILERON APPEARS DAMAGED.,2012-10-16,"INSPECTED AILERON, FOUND DAMAGE TO BE NEGLIGIBLE. A/C OK FOR FURTHER FLIGHT.",c_42,aileron
1116499,2012-10-17 14:06:00,2012-10-18 13:52:00,N526ND,6936.3,2710.0,L/H AILERON CABLE HAS FLAT SPOT.,2012-10-17,REMOVED & REPLACED L/H CABLE.,c_42,aileron
1116499,2012-10-17 14:06:00,2012-10-18 13:52:00,N526ND,6936.3,2710.0,R/H AILERON CABLE HAS FLAT SPOT.,2012-10-17,REMOVED & REPLACED R/H CABLE.,c_42,aileron
1116499,2012-10-17 14:06:00,2012-10-18 13:52:00,N526ND,6936.3,400.0,"SB 11-27-05, AILERON CABLE FAIRLEAD KIT DUE.",2012-10-17,"C/W SB, INSTALLED AILERON CABLE FAIRLEAD KIT IAW MK172-27-02.",c_42,aileron
1116499,2012-10-17 14:06:00,2012-10-18 13:52:00,N526ND,6936.3,2710.0,L/H AILERON CABLE HAS FLAT SPOT.,2012-10-18,COMPLETED RIG & TRAVEL CHECK.,c_42,aileron
1116499,2012-10-17 14:06:00,2012-10-18 13:52:00,N526ND,6936.3,2710.0,R/H AILERON CABLE HAS FLAT SPOT.,2012-10-18,COMPLETED RIG & TRAVEL CHECK.,c_42,aileron
1116561,2012-10-19 14:45:00,2012-10-19 12:45:00,N525ND,7087.0,2710.0,AILERON CARRY THROUGH CABLE NEEDS TO BE REROUTED.,2012-10-19,REROUTED AILERON CABLE. TENSION & TRAVELS OK.,c_42,aileron
1116623,2012-10-22 13:47:00,2013-02-28 14:51:00,N556ND,6770.0,5700.0,R/H WING HAS DAMAGE ON O/B TIP.,2012-10-31,REMOVED AILERON FOR ACCESS. RESEARCHED PARTS & ORDERED.,c_42,aileron
1116623,2012-10-22 13:47:00,2013-02-28 14:51:00,N556ND,6770.0,550.0,A/C WENT OFF RUNWAY.,2013-02-13,INSTALLED R/H WING & WING STRUT. TORQUED BOLT AS REQUIRED. ROUTED & INSTALLED ALL ELECTRICAL & CABIN AIR. INSTALLED NEW FUEL HOSES. INSTALLED R/H AILERON. NEW BOLTS INSTALLED IN R/H WING & WING STRUT. REMOVED & REPLACED L/H WING & WING STRUT BOLTS.,c_42,aileron
1116623,2012-10-22 13:47:00,2013-02-28 14:51:00,N556ND,6770.0,2710.0,R/H AILERON DIRECT CABLE END BENT.,2013-02-14,REMOVED & ROUTED NEW CABLE.,c_42,aileron
1116623,2012-10-22 13:47:00,2013-02-28 14:51:00,N556ND,6770.0,550.0,A/C WENT OFF RUNWAY.,2013-02-14,FINISHED INSTALLATION OF FWD INTERIOR PANELS & STARTED INSTALLATION OF AILERON CABLES. FOUND TURNBUCKLE ENDS ON R/H AILERON DIRECT CABLE BENT (SEE PD 15 & 16 FOR CORRECTIVE ACTION).,c_42,aileron
1116623,2012-10-22 13:47:00,2013-02-28 14:51:00,N556ND,6770.0,2710.0,R/H AILERON DIRECT CABLE END BENT.,2013-02-19,STARTED RIGGING CABLE.,c_42,aileron
1116623,2012-10-22 13:47:00,2013-02-28 14:51:00,N556ND,6770.0,2710.0,"LOWER R/H AILERON CABLE END BENT @ TURNBUCKLE, IN UPPER R/H CABIN.",2013-02-19,REMOVED & REPLACED R/H AILERON CONTROL YOKE CABLE. STARTED RIGGING.,c_42,aileron
1116623,2012-10-22 13:47:00,2013-02-28 14:51:00,N556ND,6770.0,2710.0,R/H AILERON DIRECT CABLE END BENT.,2013-02-25,CABLE RIGGED & SAFETIED.,c_42,aileron
1116623,2012-10-22 13:47:00,2013-02-28 14:51:00,N556ND,6770.0,2710.0,"LOWER R/H AILERON CABLE END BENT @ TURNBUCKLE, IN UPPER R/H CABIN.",2013-02-25,CABLE RIGGED & SAFETIED.,c_42,aileron
1116623,2012-10-22 13:47:00,2013-02-28 14:51:00,N556ND,6770.0,2710.0,"LOWER R/H AILERON CABLE END BENT @ TURNBUCKLE, IN UPPER R/H CABIN.",2013-02-27,REINSTALLED INTERIOR.,c_42,aileron
1117153,2012-11-06 14:33:00,2012-11-06 14:35:00,N530ND,8061.1,400.0,"SB 11-27-05, AILERON CABLE FAIRLEAD KIT INSTALL DUE.",2012-11-06,INSTALLED AILERON FAIRLEAD KIT IAW SB.,c_42,aileron
1117240,2012-11-09 14:27:00,2012-11-09 11:16:00,N514ND,11781.5,2710.0,R/H AILERON BALANCE CABLE WORN.,2012-11-09,REMOVED & REPLACED R/H AILERON BALANCE CABLE. ADJUSTED TENSION AS NEEDED.,c_42,aileron
1117529,2012-11-17 14:32:00,2012-11-19 10:00:00,N520ND,6920.3,2710.0,AILERON CABLE TENSION TOO HIGH (56 LBS @ 70 DEGREES F).,2012-11-18,"ADJUSTED CABLE TENSION TO 40 LBS, SAFETIED TURNBUCKLES, CK'ED AILERON TRAVELS ARE GOOD.",c_42,aileron
1117640,2012-11-20 13:18:00,2012-11-21 13:13:00,N523ND,3939.3999999999996,2710.0,L/H AILERON CARRY THROUGH CABLE HAS WIRES POKING OUT.,2012-11-21,REMOVED & REPLACED L/H AILERON CARRY THROUGH CABLE. TENSION & TRAVELS CK GOOD.,c_42,aileron
1117715,2012-11-26 06:57:00,2012-11-26 13:43:00,N537ND,7221.599999999999,2710.0,AILERON CABLES LOOSE ON CONTROL COLUMN (YOKE).,2012-11-26,TIGHTENED & SAFETIED CABLES. RIGGING CHECK GOOD.,c_42,aileron
1117792,2012-11-27 16:17:00,2012-11-27 14:52:00,N561ND,3294.2999999999997,2360.0,O/B STATIC WICK ON R/H AILERON IS BROKEN.,2012-11-27,REMOVED & REPLACED STATIC WICK.,c_42,aileron
1117865,2012-11-29 15:00:00,2012-11-29 13:11:00,N572ND,6678.9,2360.0,"L/H AILERON STATIC WICK IS BROKEN, O/B.",2012-11-29,REPLACED STATIC WICK.,c_42,aileron
1118317,2012-12-17 11:46:00,2012-12-17 11:27:00,N519ND,7729.9,2360.0,R/H AILERON I/B STATIC WICK BROKEN.,2012-12-17,REMOVED & REPLACED R/H AILERON I/B STATIC WICK.,c_42,aileron
