workorder,date_time_opened,date_time_closed,registration,total_time,ata_code,problem,date,action,cluster,cluster_name
1114453,2012-08-22 14:42:00,2012-08-22 11:18:00,N545ND,6621.8,7230.0,#1 & 3 ROCKER COVERS LEAKING.,2012-08-22,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1115675,2012-09-24 14:27:00,2012-09-24 15:15:00,N537ND,6626.400000000001,7230.0,#2 ROCKER COVER GASKET LEAKING.,2012-09-24,REMOVED & REPLACED #2 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1115675,2012-09-24 14:27:00,2012-09-24 15:15:00,N537ND,6626.400000000001,7230.0,#3 ROCKER COVER GASKET LEAKING.,2012-09-24,REMOVED & REPLACED #3 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1115982,2012-10-01 15:23:00,2012-10-01 15:52:00,N525ND,6962.2,7230.0,#3 ROCKER COVER GASKET LEAKING.,2012-10-01,REMOVED & REPLACED #3 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1115990,2012-10-01 19:54:00,2012-10-01 15:49:00,N568ND,6048.3,7230.0,#3 ROCKER COVER GASKET LEAKING.,2012-10-01,REMOVED & REPLACED #3 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1115993,2012-10-02 06:58:00,2012-10-08 10:44:00,N567ND,7058.1,7230.0,#2 ROCKER COVER LEAKING.,2012-10-02,REPLACED GASKET.,c_37,rocker cover valve cover
1116009,2012-10-02 10:35:00,2012-10-02 16:09:00,N514ND,11487.5,7230.0,CYL #3 ROCKER COVER IS LEAKING.,2012-10-02,REMOVED & REPLACED ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116011,2012-10-02 11:13:00,2012-10-02 16:14:00,N510ND,6775.5,7230.0,#2 & 4 ROCKER COVERS ARE LEAKING.,2012-10-02,REMOVED & REPLACED GASKETS.,c_37,rocker cover valve cover
1116040,2012-10-03 14:12:00,2012-10-03 16:28:00,N550ND,7222.799999999999,7230.0,#2 & 3 ROCKER COVERS LEAKING.,2012-10-03,REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1116041,2012-10-03 15:04:00,2012-10-04 11:38:00,N513ND,10535.9,7230.0,#2 ROCKER COVER LEAKING.,2012-10-03,REMOVED & REPLACED #2 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116041,2012-10-03 15:04:00,2012-10-04 11:38:00,N513ND,10535.9,7230.0,#1 & 3 ROCKER COVER GASKETS LEAKING.,2012-10-03,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1116212,2012-10-09 16:35:00,2012-10-09 14:58:00,N570ND,6862.1,7230.0,#1 ROCKER COVER GASKET IS LEAKING.,2012-10-09,REMOVED & REPLACED GASKET.,c_37,rocker cover valve cover
1116236,2012-10-10 14:33:00,2012-10-10 13:23:00,N516ND,10499.9,7230.0,#4 ROCKER COVER IS LEAKING.,2012-10-10,REMOVED & REPLACED ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116326,2012-10-12 14:27:00,2012-10-12 15:06:00,N577ND,7007.4,7230.0,#2 ROCKER BOX COVER GASKET IS LEAKING.,2012-10-12,REMOVED & REPLACED #2 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116365,2012-10-15 06:57:00,2012-10-16 14:39:00,N524ND,6500.9,7230.0,#1 & 4 ROCKER COVERS LEAKING.,2012-10-15,REMOVED & REPLACED #1 & 4 ROCKER GASKETS.,c_37,rocker cover valve cover
1116455,2012-10-16 14:58:00,2012-10-16 11:19:00,N560ND,3022.8,7230.0,#1 & 3 ROCKER COVER GASKETS ARE BROKEN.,2012-10-16,REMOVED & REPLACED ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1116457,2012-10-16 15:10:00,2012-10-16 11:28:00,N519ND,7314.700000000001,7230.0,#2 & 3 CYLINDER ROCKER CVOER GASKET LEAKING.,2012-10-16,REMOVED & REPLACED ROCKER COVER GASKET. CLEANED LEAKS AROUND AREA.,c_37,rocker cover valve cover
1116475,2012-10-17 06:49:00,2012-10-17 14:03:00,N576ND,6229.1,7230.0,ALL 4 ROCKER COVERS ARE LEAKING.,2012-10-17,REMOVED & REPLACED GASKETS.,c_37,rocker cover valve cover
1116506,2012-10-17 15:00:00,2012-10-17 14:43:00,N575ND,5241.9,7230.0,#2 ROCKER COVER LEAKING.,2012-10-17,REMOVED & REPLACED #2 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116514,2012-10-17 19:43:00,2012-10-19 14:11:00,N548ND,5101.200000000001,7230.0,#2 ROCKER COVER LEAKING.,2012-10-18,REPLACED ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116514,2012-10-17 19:43:00,2012-10-19 14:11:00,N548ND,5101.200000000001,7230.0,#3 ROCKER COVER LEAKING.,2012-10-18,REPLACED ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116519,2012-10-18 07:38:00,2012-10-19 14:59:00,N515ND,7564.0,7230.0,#3 & 4 ROCKER COVERS LEAKING.,2012-10-18,REMOVED & REPLACED ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1116567,2012-10-20 06:21:00,2012-10-20 14:59:00,N549ND,7060.0,7230.0,#3 CYLINDER ROCKER COVER GASKET LEAKING.,2012-10-20,REMOVED & REPLACED ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116679,2012-10-23 15:24:00,2012-10-23 13:52:00,N513ND,10673.9,7230.0,#4 ROCKER COVER GASKET IS LEAKING.,2012-10-23,REMOVED & REPLACED ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116680,2012-10-23 15:40:00,2012-10-23 13:56:00,N516ND,10649.0,7230.0,#3 ROCKER COVER GASKET LEAKING.,2012-10-23,REMOVED & REPLACED #3 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116713,2012-10-24 14:55:00,2012-10-24 11:06:00,N546ND,6282.299999999999,7230.0,"#1, 2, 4 ROCKER COVER GASKETS LEAKING.",2012-10-24,"REMOVED & REPLACED #1, 2, 4 ROCKER COVER GASKETS.",c_37,rocker cover valve cover
1116750,2012-10-25 14:24:00,2012-10-25 10:29:00,N557ND,6514.9,7230.0,#3 ROCKER COVER GASKET IS TORN.,2012-10-25,REMOVED & REPLACED ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116752,2012-10-25 14:32:00,2012-10-30 15:08:00,N521ND,6373.8,7230.0,#1 ROCKER COVER LEAKING.,2012-10-25,REMOVED & REPLACED #1 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1116793,2012-10-26 18:14:00,2012-10-26 13:00:00,N579ND,5820.299999999999,7330.0,#3 ROCKER COVER GASKET LEAKING.,2012-10-26,REMOVED & REPLACED ROCKER COVER GASKET W/ NEW.,c_37,rocker cover valve cover
1116933,2012-10-30 15:37:00,2012-10-30 15:00:00,N539ND,9673.2,7230.0,#1 & 3 ROCKER COVER GASKETS LEAKING.,2012-10-30,REMOVED & REPLACED ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1117022,2012-11-01 15:06:00,2012-11-01 14:41:00,N519ND,7449.4,7230.0,CYL #4 ROCKER COVER GASKET LEAKING.,2012-11-01,REMOVED & REPLACED ROCKER COVER GASKET.,c_37,rocker cover valve cover
1117058,2012-11-02 14:26:00,2012-11-02 14:58:00,N531ND,3144.0,7230.0,ALL ROCKER COVER SCREWS ARE LOOSE.,2012-11-02,TIGHTENED SCREWS.,c_37,rocker cover valve cover
1117060,2012-11-02 14:36:00,2012-11-02 14:46:00,N571ND,6933.299999999999,7330.0,ROCKER COVER ON CYL #2 & 3 LEAKING.,2012-11-02,REPLACED CYL #2 & 3 ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1117222,2012-11-08 14:43:00,2012-11-08 13:13:00,N574ND,11461.3,7230.0,#2 ROCKER COVER LEAKING.,2012-11-08,REMOVED & REPLACED ROCKER COVER GASKET. CLEANED LEAKS AROUND AREA.,c_37,rocker cover valve cover
1117243,2012-11-09 21:35:00,2012-11-11 13:26:00,N560ND,3145.2000000000003,7100.0,CYL #2 & 4 ROCKER COVER GASKETS LEAKING.,2012-11-11,REPLACED CYL #2 & 4 ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1117256,2012-11-12 15:00:00,2012-11-12 14:06:00,N543ND,6276.299999999999,7230.0,#2 & 4 ROCKER COVER GASKETS LEAKING.,2012-11-12,REMOVED & REPLACED #2 & 4 GASKETS.,c_37,rocker cover valve cover
1117318,2012-11-13 14:33:00,2012-11-13 10:58:00,N512ND,8781.7,7230.0,#2 & 4 ROCKER COVERS LEAKING.,2012-11-13,REMOVED & REPLACED ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1117322,2012-11-13 15:07:00,2012-11-13 10:52:00,N532ND,3120.6000000000004,7230.0,"#2, 3, 4 CYLINDER ROCKER COVER GASKETS LEAKING.",2012-11-13,REMOVED & REPLACED ROCKER COVER GASKETS. CLEANED LEAKS.,c_37,rocker cover valve cover
1117409,2012-11-15 09:53:00,2012-11-15 15:18:00,N517ND,8171.200000000001,7230.0,#4 ROCKER COVER GASKET LEAKING.,2012-11-15,REMOVED & REPLACED #4 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1117424,2012-11-15 14:21:00,2012-11-15 15:23:00,N551ND,7894.099999999999,7230.0,#2 ROCKER COVER GASKET LEAKING.,2012-11-15,REMOVED & REPLACED ROCKER COVER W/ NEW.,c_37,rocker cover valve cover
1117452,2012-11-16 06:59:00,2012-11-16 15:13:00,N570ND,7112.6,7230.0,ALL ROCKER COVERS HAVE LOOSE SCREWS.,2012-11-16,TIGHTENED ALL SCREWS.,c_37,rocker cover valve cover
1117604,2012-11-20 06:58:00,2012-11-30 15:44:00,N524ND,6783.8,7230.0,ALL ROCKER COVER SCREWS LOOSE.,2012-11-20,TIGHTENED ALL SCREWS.,c_37,rocker cover valve cover
1117702,2012-11-23 15:19:00,2012-11-23 10:35:00,N521ND,6533.4,7230.0,#3 ROCKER COVER GASKET LEAKING.,2012-11-23,REMOVED & REPLACED #3 ROCKER COVER GASKET.,c_37,rocker cover valve cover
1117708,2012-11-24 11:47:00,2012-11-25 13:42:00,N552ND,10562.8,7230.0,#3 ROCKER COVER GASKET LEAKING.,2012-11-25,REPLACED GASKET.,c_37,rocker cover valve cover
1117708,2012-11-24 11:47:00,2012-11-25 13:42:00,N552ND,10562.8,7230.0,#4 ROCKER COVER GASKET LEAKING.,2012-11-25,REPLACED GASKET.,c_37,rocker cover valve cover
1117790,2012-11-27 15:00:00,2012-11-27 15:11:00,N515ND,7874.8,7230.0,CYL #2 ROCKER COVER IS LEAKING.,2012-11-27,REPLACED GASKET.,c_37,rocker cover valve cover
1117795,2012-11-27 17:15:00,2012-11-27 15:01:00,N575ND,5541.6,7230.0,#4 & 1 ROCKER COVERS LEAKING.,2012-11-27,REMOVED & REPLACED ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1117831,2012-11-28 18:05:00,2012-11-28 11:01:00,N528ND,7660.3,7230.0,ROCKER COVER #2 & 3 LEAKING.,2012-11-28,REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS.,c_37,rocker cover valve cover
1117850,2012-11-29 10:36:00,2012-11-30 14:01:00,N545ND,7506.5,7230.0,#1 & 3 ROCKER COVERS LEAKING.,2012-11-29,REMOVED & REPLACED GASKETS.,c_37,rocker cover valve cover
